qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_I_must_admit_I_can_t|Muszę przyznać, że nie mogą zapłacić ci w tej chwili.
qstr_Are_you_mad?_That_s_|Czy ty jesteś szalony?  To nie powinno się wydarzyć!
qstr_A_villager_from_{s7}|Wieśniak z {s7} prosi cię o uratowanie wioski przed bandytami, którzy ją okupują.
qstr_You_chose_well_{s0}.|Dokonał{eś/aś} dobrego wyboru, {s0}. My dotrzymujemy słowa i wiemy, jak zasłużyć na zapłatę. Nie zawiedziesz się na nas.
qstr_Well_done_{s0}._Keep|Dobra robota, {s0}. Zatrzymaj pieniądze oraz wino, które tu zmierza, a nie będziesz mieć żadnego wroga w Calradii.
qstr_We_are_at_your_servi|Jesteśmy do twojej dyspozycji, {s0}. Skieruj nas w stronę tych, których należy skrzywdzić, a my zajmiemy się resztą.
qstr_The_Guildmaster_of_{|Mistrz Gildii z miejscowości {s13} prosi cię o rozprawienie się z grabieżcami panoszącymi się po okolicy.
qstr_{s9}_of_{s3}_asked_y|{s9} z miejscowości {s3}  prosi cię, byś dostarczy{ł/ła} {s6}, w ilości {reg5} beczek, do tawerny w miejscowości {s4} w przeciągu 7 dni.
qstr_Escort_the_merchant_|Eskortuj karawanę kupiecką do miasta {s8}.
qstr_The_merchant_{s9}_of|{s9} z miejscowości {s4} prosi cię o wytropienie i zlikwidowanie bandytów, którzy grasują w okolicach miasta.
qstr_Guildmaster_of_{s4}_|Mistrz Gildii z miejscowości {s4} dał ci {reg12} denarów, aby załacić okup za dziewczynę porwaną przez bandytów. Twoim zadaniem jest spotkać się z bandytami nieopodal miejscowości {s3} i przekazać okup. Gdy tego dokonasz przyprowadź dziewczynę całą i zdrową spowrotem do miejscowości {s4}.
qstr_Guildmaster_of_{s4}_p|Mistrz Gildii z miejscowości {s4} obiecuje ci {reg12} denarów, za dopilnowanie, by {s12} i {s13} nie wnosili sprzeciwu w sprawie traktatu pokojowego. Jeśli uda ci się ich powstrzymać, lub w razie konieczności - pojmać, {s15} i {s14} podpiszą traktat pokojowy.
qstr_The_Guildmaster_of_{s|Mistrz Gildii z miejscowości {s14} prosi cię o rozprawienie się z grupą bandytów terroryzujących ulice miasta {s14}, którzy nocną porą atakują samotnych podróżnych na ulicach.
qstr_Guildmaster_of_{s10}|Mistrz Gildii z miejscowości {s10} prosi cię o przepędzenie bydła na targowisko znajdujące się w miejscowości {s13}. W zamian zarobisz {reg8} denarów.
qstr_He_is_not_commanding|Nie dowodzi w tym momencie żadnymi ludźmi.
qstr_He_currently_command|Dowodzi obecnie {reg0} ludźmi{reg1?, z czego około {reg1} jest rannych:}.
qstr_The_elder_of_the_vil|Starszy wioski {s3} prosi cię o przyniesienie im {reg5} worków ziarna.
qstr_The_elder_of_the_vill|Starszy wioski {s13} prosi cię o wyszkolenie {reg5} chłopów do walki z miejscowymi bandytami.
qstr_The_elder_of_the_villa|Starszy wioski {s3} prosi cię o dostarczenie im {reg5} sztuk bydła.
qstr_{s16}_and_{s15}|{s16} i {s15}
qstr_I_can_smell_a_fat_pu|Pełen mieszek wyczuję na kilometr. Myślę, że chyba trochę ci za ciężko, co?
qstr_Why_it_be_another_tr|O, następny podróżny, nowa okazja na drodze! Muszę cię ostrzec, tutejsze rejony są bardzo niebezpieczne dla {takiego chłopca/takiej kobiety}, jak ty. Jednak niewielka opłata sprawi, że moi chłopcy dopilnują, by każdy trafił tam, dokąd zmierza.
qstr_Well_well_look_at_th|No, no, popatrzcie tylko! Lepiej rzuć odrobiną srebra, albo moi chłopcy będą musieli się tobą zająć.
qstr_There_s_a_toll_for_p|Za przekraczanie tego miejsca pobierana jest opłata, jeśli nie masz nic przeciwko to zabierzemy odpowiednią kwotę z twojego mieszka...
qstr_Another_fool_come_to|Oho, znów {jakiś kretyn/jakaś kretynka} chwyta za broń! W porządku, walczmy!
qstr_We_re_not_afraid_of_|Nie boimy się ciebie, {chłopcze/dziewko}. Czas rozwalić kilka łbów!
qstr_That_was_a_mistake._|To był błąd. Teraz sprawię, że twoja śmierć będzie długa i bolesna.
qstr_Brave_words._Let_s_s|Śmiałe słowa. Ciekawe, czyś równie odważn{y/a} w walce!
qstr_your_lordship|wasza lordowska mość
qstr_A_{s5}?_Well..._Yes_|{s5}? No cóż... Pewnie tak. Cóż to za dziwne pytanie.
qstr_Eh?_No_it_most_certa|Hę? Nie, to na pewno nie jest {s5}. Na twoim miejscu zacząłbym się troszczyć o oczy.
qstr_This_is_the_{reg4?to|To jest {reg4?miasto:wioska} {s5}, {panie/pani} {s0}.
qstr_{s6}_Our_{reg4?town:|{s6} {reg4?To miasto:Ta wioska} oraz pobliskie ziemie należą oczywiście do ciebie, {panie/pani}.
qstr_{s6}_Our_{reg4?town:v|{s6} {reg4?To miasto:Ta wioska} oraz pobliskie ziemie należą do {s7} ({s8}).
qstr_{s3}_and_{s5}|{s3} i {s5}
qstr_{reg20?We_mostly_pro|{reg20?Wytwarzamy tu głównie takie rzeczy jak {s5}:Nie wytwarzamy ostatnio za wiele}. Jeśli chcesz dowiedzieć się więcej, porozmawiaj z naszym {reg4?mistrzem gildii:starszym wioski}. Powin{ieneś/naś} go znaleźć gdzieś w pobliżu.
qstr_Do_you_have_a_need_f|Czy potrzebujesz może paru kupców?, {panie/pani}? {reg3?Ja i {reg4?{reg3} moich pomocników:mój pomocnik} szukamy:szukam} kapitana. Przyłączymy się do ciebie za {reg5} denarów.
qstr_Do_you_have_a_need_fo|Czy potrzebujesz może paru zakonników, {panie/pani}}? {reg3?Ja i {reg4?{reg3} moich pomocników:mój pomocnik} szukamy:szukam} kapitana. Przyłączymy się do ciebie za {reg5} denarów.
qstr_Do_you_have_a_need_for|Czy potrzebujesz może paru żołnierzy, {panie/pani}? {reg3?Ja i {reg4?{reg3} moich pomocników:mój pomocnik} szukamy:szukam} kapitana. Przyłączymy się do ciebie za {reg5} denarów.
qstr_You_chose_well_{sir/|Dokonał{eś/aś} dobrego wyboru, {panie/pani}. My dotrzymujemy słowa i wiemy, jak zasłużyć na zapłatę. Nie zawiedziesz się na nas.
qstr_Well_done_{sir/madam|Dobra robota, {panie/pani}. Zatrzymaj pieniądze oraz wino, które tu zmierza, a nie będziesz mieć żadnego wroga w Calradii.
qstr_We_are_at_your_servic|Jesteśmy do twojej dyspozycji, {panie/pani}. Skieruj nas w stronę tych, których należy skrzywdzić, a my zajmiemy się resztą.
qstr_You_wont_find_better|Nie znajdziesz lepszych kupców w całej Calradi.
qstr_You_won_t_regret_thi|Nie pożałujesz tego.
